ID,Source,Type,Type_Code,Country,Year,Latest = 1,Additional variables,Indicator Name,Formula,Sample Size,Overall Mean,Max Leaf Size,Max Leaf Access,Min Leaf Size,Min Leaf Access,Gap,Max Leaf Characteristics,Min Leaf Characteristics,Most imp. Var.,2nd var,3rd var,4th var,5th var,,,
Bangladesh2011DHSHRAccessElectricity ,DHS,Household,HR,Bangladesh,2011,0,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,17141.000477,0.595778254933421,0.091151490666865,0.992591132590263,0.250125875368411,0.195101054989488,0.797490077600775,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower + Higher,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2014DHSHRAccessElectricity ,DHS,Household,HR,Bangladesh,2014,0.5,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,17300.000643,0.728611738930789,0.244025476363675,0.992948142743714,0.187345070551278,0.340054388541022,0.652893754202692,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2019MICShhAccessElectricity ,MICS,Household,hh,Bangladesh,2019,1,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,61241.9999999999,0.918710747963034,0.58568729064554,0.998001708047108,0.262637966637844,0.78941469045737,0.208587017589738,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,AccessElectricity , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,61241.9999999999,0.918710747963034,0.58568729064554,0.998001708047108,0.046541634356791,0.742248521503318,0.25575318654379,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // Religion~HINDU + MinorReligion,PoorerHousehold,HighestEducation,Religion,Ethnicity,,,,
Bangladesh2011DHSHRBankCard ,DHS,Household,HR,Bangladesh,2011,0,No,BankCard , PoorerHousehold + Residence + HighestEducation,17141.000477,0.271949244226137,0.206989136413639,0.624596560486883,0.226391251561249,0.031815409550373,0.59278115093651,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2014DHSHRBankCard ,DHS,Household,HR,Bangladesh,2014,0.5,No,BankCard , PoorerHousehold + Residence + HighestEducation,17300.000643,0.305759114011381,0.217257643023313,0.666009572709024,0.187345070551278,0.046622774396425,0.619386798312599,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2019MICShhBankCardHH ,MICS,Household,hh,Bangladesh,2019,1,No,BankCardHH , PoorerHousehold + Residence + HighestEducation,61241.9999999999,0.347530279652424,0.152924571453498,0.739536284736071,0.262637966637844,0.082986082744588,0.656550201991483,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,BankCardHH , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,61241.9999999999,0.347530279652424,0.062745495414967,0.81752632820671,0.262637966637844,0.082986082744588,0.734540245462122,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,Ethnicity,Religion,,,
Bangladesh2011DHSHRBasicWater ,DHS,Household,HR,Bangladesh,2011,0,No,BasicWater , PoorerHousehold + Residence + HighestEducation,17141.000477,0.950358241682464,0.220329894399549,0.980905487408489,0.226391251561249,0.912658272575618,0.068247214832871,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2014DHSHRBasicWater ,DHS,Household,HR,Bangladesh,2014,0.5,No,BasicWater , PoorerHousehold + Residence + HighestEducation,17300.000643,0.941744436962909,0.115903486212373,0.975407538909043,0.187313416737425,0.894383404060156,0.081024134848887,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2019MICShhBasicWater ,MICS,Household,hh,Bangladesh,2019,1,No,BasicWater , PoorerHousehold + Residence + HighestEducation,61241.9999999999,0.972517630242008,0.13683487559707,0.990808068455189,0.414312709354473,0.950610941999648,0.040197126455541,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,BasicWater , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,61241.9999999999,0.972517630242008,0.376855437135617,0.990271406937746,0.046541634356791,0.852522962928445,0.137748444009301,MAX-leaf // PoorerHousehold ~ 0 // Religion ~ MUSLIM // HighestEducation ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // Religion~HINDU + MinorReligion,Religion,PoorerHousehold,Ethnicity,HighestEducation,,,,
Bangladesh2011DHSHRCleanFuel ,DHS,Household,HR,Bangladesh,2011,0,No,CleanFuel , PoorerHousehold + Residence + HighestEducation,17141.000477,0.132621517749229,0.092722990010567,0.621763665617728,0.391346236003023,0.00020197565086,0.621561689966868,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,,,,,
Bangladesh2014DHSHRCleanFuel ,DHS,Household,HR,Bangladesh,2014,0.5,No,CleanFuel , PoorerHousehold + Residence + HighestEducation,17300.000643,0.172325491803162,0.105441384057872,0.618297367400477,0.36991167596224,0.000358391585564,0.617938975814913,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,,,,,
Bangladesh2019MICShhCleanFuel ,MICS,Household,hh,Bangladesh,2019,1,No,CleanFuel , PoorerHousehold + Residence + HighestEducation,61241.9999999999,0.199368565688385,0.221487700550709,0.595016883387965,0.384639343633235,0.002112612236706,0.592904271151259,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,PoorerHousehold,HighestEducation,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,CleanFuel , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,61241.9999999999,0.199368565688385,0.064242625452888,0.765388342451173,0.384639343633235,0.002112612236706,0.763275730214467,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,PoorerHousehold,HighestEducation,Religion,Ethnicity,,,
Bangladesh2011DHSHRCleanWater ,DHS,Household,HR,Bangladesh,2011,0,No,CleanWater , PoorerHousehold + Residence + HighestEducation,17141.000477,0.98552607956969,0.092722990010567,0.998078732479001,0.391346236003023,0.979942948736792,0.018135783742209,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,PoorerHousehold,HighestEducation,,,,,
Bangladesh2014DHSHRCleanWater ,DHS,Household,HR,Bangladesh,2014,0.5,No,CleanWater , PoorerHousehold + Residence + HighestEducation,17300.000643,0.977860737817084,0.244025476363675,0.997574193957414,0.187345070551278,0.954006400258872,0.043567793698542,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2019MICShhCleanWater ,MICS,Household,hh,Bangladesh,2019,1,No,CleanWater , PoorerHousehold + Residence + HighestEducation,61241.9999999999,0.985443814351084,0.191814334829473,0.998785246185949,0.151674742716632,0.96786402123095,0.030921224954999,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Secondary + Higher,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,CleanWater , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,61241.9999999999,0.985443814351084,0.175350006614227,0.998733376553061,0.046541634356791,0.889766620090555,0.108966756462506,MAX-leaf // Religion ~ MUSLIM // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // Religion~HINDU + MinorReligion // PoorerHousehold~1,PoorerHousehold,Religion,HighestEducation,Ethnicity,Residence,,,
Bangladesh2011DHSHRHouseholdBasic ,DHS,Household,HR,Bangladesh,2011,0,No,HouseholdBasic , PoorerHousehold + Residence + HighestEducation,17141.000477,0.088241624987384,0.092722990010567,0.469147184770702,0.36918311153956,0,0.469147184770702,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // HighestEducation~Lower + Secondary // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,,,,,
Bangladesh2014DHSHRHouseholdBasic ,DHS,Household,HR,Bangladesh,2014,0.5,No,HouseholdBasic , PoorerHousehold + Residence + HighestEducation,17300.000643,0.147366768568969,0.105441384057872,0.547672347581503,0.36991167596224,0.000286369083819,0.547385978497684,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,,,,,
Bangladesh2019MICShhHouseholdBasic ,MICS,Household,hh,Bangladesh,2019,1,No,HouseholdBasic , PoorerHousehold + Residence + HighestEducation,61241.9999999999,0.122824530682395,0.221487700550709,0.375242805628183,0.384639343633235,0.000370186571171,0.374872619057012,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,PoorerHousehold,HighestEducation,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,HouseholdBasic , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,61241.9999999999,0.122824530682395,0.064242625452888,0.69058832255423,0.384639343633235,0.000370186571171,0.690218135983059,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,Religion,Ethnicity,,,
Bangladesh2011DHSHRHouseholdTechNeed ,DHS,Household,HR,Bangladesh,2011,0,No,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation,17141.000477,0.784078314800458,0.206989136413639,0.984134266081465,0.226391251561249,0.454063129819835,0.53007113626163,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2014DHSHRHouseholdTechNeed ,DHS,Household,HR,Bangladesh,2014,0.5,No,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation,17300.000643,0.885422029576511,0.217257643023313,0.988967000637747,0.27427044159792,0.725104437314264,0.263862563323483,MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0,MIN-leaf // HighestEducation~Lower,HighestEducation,PoorerHousehold,,,,,,
Bangladesh2019MICShhHouseholdTechNeed ,MICS,Household,hh,Bangladesh,2019,1,No,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation,56263.683626752,0.36003611428326,0.166055083280434,0.730787870233961,0.225675240651598,0.079106608055026,0.651681262178935,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,HouseholdTechNeed , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,56263.683626752,0.36003611428326,0.068263687674534,0.809471816525274,0.225675240651598,0.079106608055026,0.730365208470248,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,Ethnicity,Religion,,,
Bangladesh2011DHSHRLand ,DHS,Household,HR,Bangladesh,2011,0,No,Land , PoorerHousehold + HHSex + HighestEducation,12835.624052,0.493546148620091,0.154692372802132,0.79337931022104,0.281274723797903,0.267579202261695,0.525800107959345,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,HHSex,,,,,
Bangladesh2014DHSHRLand ,DHS,Household,HR,Bangladesh,2014,0.5,No,Land , PoorerHousehold + HHSex + HighestEducation,12456.000447,0.48493607700976,0.161007098188008,0.767040602487568,0.239229217249882,0.246409567295728,0.52063103519184,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,HHSex,,,,,
Bangladesh2019MICShhLand ,MICS,Household,hh,Bangladesh,2019,1,No,Land , PoorerHousehold + HHSex + HighestEducation,47677.6502428736,0.409799262441839,0.146270595236221,0.662889341709918,0.311374263304731,0.239373190687397,0.423516151022521,MAX-leaf // HighestEducation ~ Higher,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1,HighestEducation,PoorerHousehold,HHSex,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,Land , PoorerHousehold + HHSex + HighestEducation + Religion + Ethnicity,47677.6502428736,0.409799262441839,0.146270595236221,0.662889341709918,0.311374263304731,0.239373190687397,0.423516151022521,MAX-leaf // HighestEducation ~ Higher,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1,HighestEducation,PoorerHousehold,HHSex,Ethnicity,Religion,,,
Bangladesh2011DHSHRMobilePhone ,DHS,Household,HR,Bangladesh,2011,0,No,MobilePhone , PoorerHousehold + Residence + HighestEducation,17141.000477,0.784078314800458,0.206989136413639,0.984134266081465,0.226391251561249,0.454063129819835,0.53007113626163,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2014DHSHRMobilePhone ,DHS,Household,HR,Bangladesh,2014,0.5,No,MobilePhone , PoorerHousehold + Residence + HighestEducation,17300.000643,0.885422029576511,0.217257643023313,0.988967000637747,0.27427044159792,0.725104437314264,0.263862563323483,MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0,MIN-leaf // HighestEducation~Lower,HighestEducation,PoorerHousehold,,,,,,
Bangladesh2019MICShhMobilePhoneHH ,MICS,Household,hh,Bangladesh,2019,1,No,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation,61241.9999999999,0.947939195526904,0.417446702546371,0.98669608615527,0.262637966637844,0.863212690275044,0.123483395880226,MAX-leaf // HighestEducation ~ Secondary + Higher // PoorerHousehold ~ 0,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1,HighestEducation,PoorerHousehold,Residence,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,61241.9999999999,0.947939195526904,0.417446702546371,0.98669608615527,0.262637966637844,0.863212690275044,0.123483395880226,MAX-leaf // HighestEducation ~ Secondary + Higher // PoorerHousehold ~ 0,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1,HighestEducation,PoorerHousehold,Residence,Ethnicity,,,,
Bangladesh2011DHSHRMultiDeprivation ,DHS,Household,HR,Bangladesh,2011,0,No,MultiDeprivation , PoorerHousehold + Residence + HighestEducation,17141.000477,0.271949244226137,0.206989136413639,0.624596560486883,0.226391251561249,0.031815409550373,0.59278115093651,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2014DHSHRMultiDeprivation ,DHS,Household,HR,Bangladesh,2014,0.5,No,MultiDeprivation , PoorerHousehold + Residence + HighestEducation,17300.000643,0.305759114011381,0.217257643023313,0.666009572709024,0.187345070551278,0.046622774396425,0.619386798312599,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2011DHSHRSafeSanitation ,DHS,Household,HR,Bangladesh,2011,0,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,17141.000477,0.336522018463275,0.206989136413639,0.642953976421305,0.226391251561249,0.11865875020977,0.524295226211535,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2014DHSHRSafeSanitation ,DHS,Household,HR,Bangladesh,2014,0.5,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,17300.000643,0.450049460093537,0.217257643023313,0.739735356610615,0.187345070551278,0.202856100995697,0.536879255614918,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
Bangladesh2019MICShhSafeSanitation ,MICS,Household,hh,Bangladesh,2019,1,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,61241.9999999999,0.607282729995193,0.152924571453498,0.859826073891083,0.262637966637844,0.424745288983116,0.435080784907967,MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1,HighestEducation,PoorerHousehold,Residence,,,,,
,MICS,Household,,Bangladesh,2019,1,Yes,SafeSanitation , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,61241.9999999999,0.607282729995193,0.062745495414967,0.886328217737792,0.075208732155548,0.343718782449775,0.542609435288017,MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // HighestEducation~Lower // Residence~Urban,HighestEducation,PoorerHousehold,Residence,Ethnicity,,,,
Bhutan2010MICShhAccessElectricity ,MICS,Household,hh,Bhutan,2010,1,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,14676.000154,0.732845325438936,0.290297795468394,0.996081959230158,0.382290583205727,0.369483450817875,0.626598508412283,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Bhutan2010MICShhAccessElectricity ,MICS,Household,hh,Bhutan,2010,1,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,14676.000154,0.732845325438936,0.290297795468394,0.996081959230158,0.382290583205727,0.369483450817875,0.626598508412283,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Bhutan2010MICShhBankCardHH ,MICS,Household,hh,Bhutan,2010,1,No,BankCardHH , PoorerHousehold + Residence + HighestEducation,14676.000154,0.450682737094226,0.290297795468394,0.857435852183,0.382290583205727,0.079005792182044,0.778430060000956,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
